id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,late_delivery,late,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,freight_cost_groups,line_item_insurance_usd
22357,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,4032,9.88E+04,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,2688,35437.38,expensive,101.55
46956,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,150,1.17E+04,77.7,0.78,Inverness Japan,Yes,34,947.35,reasonable,19.23
73348,Zimbabwe,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,5362,1.65E+05,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,5060,44952.61,expensive,169.88
43060,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1960,1.74E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,882,NaN,None,244.56
75153,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,3337,1.07E+05,32,1.6,Chembio Diagnostics Sys. Inc.,Yes,1252,5758.84,expensive,132.09
52871,South Africa,PMO - US,Direct Drop,DDP,Air,1,Yes,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,33711,8.53E+04,2.53,0.04,"Aurobindo Unit III, India",Yes,1810,2016.42,reasonable,183.88
35749,South Africa,PMO - US,Direct Drop,DDP,Ocean,1,Yes,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,19098,4.32E+04,2.26,0.01,"Aurobindo Unit III, India",Yes,6876,461.5,reasonable,71.22
8738,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,N/A,Test kit,25,20,1.50E+03,75,3,Inverness USA,Yes,9,1153.43,reasonable,2.94
15368,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,24480,5.88E+04,2.4,0.04,"Aurobindo Unit III, India",Yes,3536,20910.43,expensive,115.15
36936,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,8586,7.64E+05,89,0.89,Inverness Japan,Yes,1479,15519.77,expensive,1647.52
66992,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,20,5.40E+02,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,11,386.16,reasonable,1.16
7259,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100,213,2.13E+00,0.01,0,Inverness Japan,Yes,14,180,reasonable,0
78909,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,9258,8.24E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,3759,57561.38,expensive,1019.24
56495,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,5791,1.85E+05,32,1.6,"Trinity Biotech, Plc",Yes,1918,24147.39,expensive,305.76
75581,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8738,2.05E+04,2.35,0.04,"Strides, Bangalore, India.",Yes,420,6683.69,expensive,44.27
47253,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,11000,5.89E+04,5.35,0.09,"Strides, Bangalore, India.",Yes,3828,15089.11,expensive,97.1
19771,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,5530,4.55E+05,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,1348,10670.09,expensive,980.04
68872,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,1262,2.84E+04,22.5,0.75,Mylan (formerly Matrix) Nashik,Yes,173,935.89,reasonable,39.81
76813,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,45,4.07E+02,9.04,0.15,ABBVIE Ludwigshafen Germany,Yes,13,928.11,reasonable,0.8
61980,Haiti,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,2295,3.89E+04,16.96,0.09,"MSD, Haarlem, NL",Yes,687,5293.76,expensive,54.57
66448,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,3200,6.40E+04,20,0.67,Mylan (formerly Matrix) Nashik,Yes,430,3587.34,reasonable,65.79
80270,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,13168,3.85E+04,2.92,0.05,"Strides, Bangalore, India.",Yes,834,3574.24,reasonable,47.56
78050,Cote d'Ivoire,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,1888,1.79E+04,9.5,0.16,"BMS Meymac, France",Yes,368,824.37,reasonable,38.67
53618,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,6155,9.19E+04,14.93,0.25,"Aurobindo Unit III, India",Yes,590,146.5,reasonable,151.63
49301,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,5,3.60E+02,72,0.72,Inverness Japan,Yes,3,787.28,reasonable,0.78
37481,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,5000,3.89E+05,77.7,0.78,Inverness Japan,Yes,1136,49573.62,expensive,837.61
81747,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,24816,2.01E+05,8.11,0.14,Hetero Unit III Hyderabad IN,Yes,3392,16835.52,expensive,206.89
28542,South Africa,PMO - US,Direct Drop,DDP,Ocean,1,Yes,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,17470,1.28E+05,7.33,0.12,"Aurobindo Unit III, India",Yes,7765,4835.17,reasonable,276.09
53691,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1470,1.18E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,595,7651.46,expensive,120.89
70299,South Africa,PMO - US,Direct Drop,DDP,Ocean,1,Yes,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,86467,6.34E+05,7.33,0.12,"Aurobindo Unit III, India",Yes,4364,4295.6,reasonable,1366.48
25587,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,15021,6.01E+04,4,0.07,"Cipla, Goa, India",Yes,1411,13983.98,expensive,61.77
71009,Liberia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,20,6.40E+02,32,1.6,"Trinity Biotech, Plc",Yes,7,498.72,reasonable,1.06
33144,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,4536,3.40E+04,7.5,0.25,Mylan (formerly Matrix) Nashik,Yes,266,3678.45,reasonable,73.35
9316,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3500,2.80E+05,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,1192,10879.22,expensive,448
33760,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,18854,7.73E+04,4.1,0.14,"Strides, Bangalore, India.",Yes,1146,5977.2,expensive,127.55
7929,Zambia,PMO - US,Direct Drop,FCA,Air,0,No,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1000,8.00E+04,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,343,2373.73,reasonable,NaN
54280,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,5750,4.60E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,3374,24821.13,expensive,541.42
66323,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,424,1.36E+04,32,1.6,"Trinity Biotech, Plc",Yes,145,2572.68,reasonable,29.25
49694,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,70030,5.13E+05,7.33,0.12,"Aurobindo Unit III, India",Yes,3534,17919.41,expensive,1106.72
81579,Kenya,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4,3.56E+02,89,0.89,"Alere Medical Co., Ltd.",Yes,1413,15387.63,expensive,0.5
29596,Rwanda,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,MICRO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,171925,3.89E+05,2.26,0.04,"Micro labs, Verna, Goa, India",Yes,15683,36173.15,expensive,544.75
75139,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,3024,4.39E+03,1.45,0.02,"Aurobindo Unit III, India",Yes,202,1615.88,reasonable,8.59
32738,Rwanda,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,46613,6.06E+05,13,0.43,Mylan (formerly Matrix) Nashik,Yes,5245,11186.24,expensive,849.57
63561,Zimbabwe,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,6914,2.13E+05,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,6090,41141.5,expensive,250.81
81855,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,3775,4.91E+04,13,0.43,"Aurobindo Unit III, India",Yes,257,2325.62,reasonable,80.97
17200,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,5000,1.00E+05,20,0.67,Mylan (formerly Matrix) Nashik,Yes,670,4909.72,reasonable,123.7
76087,Dominican Republic,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,1000,1.30E+04,13,0.43,"Aurobindo Unit III, India",Yes,68,1001.12,reasonable,28.03
64588,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,680,2.61E+04,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,1299,9689.81,expensive,51.13
47443,Uganda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,120,4.34E+03,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,36,1025.69,reasonable,8.5
610,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,38640,9.27E+04,2.4,0.04,"Aurobindo Unit III, India",Yes,2719,18614.72,expensive,148.38
66762,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3000,2.40E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,1428,28142.92,expensive,336.48
56005,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,3184,6.34E+03,1.99,0.03,"Cipla, Goa, India",Yes,250,2794.21,reasonable,6.51
34700,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6375,5.67E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,3764,38029.42,expensive,583.26
58652,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,33,3.22E+03,97.68,0.98,Inverness Japan,Yes,8,1011.6,reasonable,5.32
18405,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2052,3.10E+03,1.51,0.01,"Aurobindo Unit III, India",Yes,908,6438.91,expensive,3.83
48517,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1845,1.33E+05,72,0.72,Inverness Japan,Yes,1000,18841.09,expensive,286.4
23573,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2687,2.39E+05,89,0.89,Inverness Japan,Yes,1277,26014.88,expensive,394.59
53659,Zambia,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2910,2.33E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,2910,21684.99,expensive,287.97
35870,Uganda,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,388,2.58E+04,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",Yes,68,1571.76,reasonable,31.97
55253,South Africa,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,26400,7.71E+04,2.92,0.05,"Aurobindo Unit III, India",Yes,3113,5159.33,expensive,166.2
22091,Dominican Republic,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1775,1.63E+05,92,0.92,"Alere Medical Co., Ltd.",Yes,721,9165.29,expensive,202
31332,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,No,ANTM,Malaria,IMRES B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,1370,3.74E+04,27.3,0.03,"Guilin OSD site, No 17, China",Yes,1125,9693.68,expensive,38.45
53002,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,1467,2.93E+04,20,0.67,"Aurobindo Unit III, India",Yes,114,4822.01,reasonable,41.13
39088,Nigeria,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,5513,3.28E+04,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,640,6185.25,expensive,40.51
63419,Swaziland,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,39,3.12E+03,80,0.8,"Alere Medical Co., Ltd.",Yes,17,514.52,reasonable,3.21
40274,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,875,2.80E+04,32,1.6,"Trinity Biotech, Plc",Yes,292,4462.61,reasonable,34.64
73757,Zambia,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2265,6.98E+04,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,2272,13303.8,expensive,71.76
48497,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,185954,4.59E+05,2.47,0.04,"Strides, Bangalore, India.",Yes,9019,13677.68,expensive,990.26
18862,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4000,4.00E+05,100,1,"Alere Medical Co., Ltd.",Yes,1624,16994.9,expensive,494.8
5283,Vietnam,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1320,2.39E+05,180.82,1.51,ABBVIE (Abbott) Logis. UK,Yes,304,13453.12,expensive,NaN
80070,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,11594,1.28E+05,11,0.18,Mylan (formerly Matrix) Nashik,Yes,1615,9502.5,expensive,210.43
66094,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,25932,1.41E+05,5.43,0.09,"Aurobindo Unit III, India",Yes,1548,11663.16,expensive,144.75
51895,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,672,5.38E+04,80,0.8,"Alere Medical Co., Ltd.",Yes,277,4379.48,reasonable,55.27
30720,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,873,2.79E+04,32,1.6,"Trinity Biotech, Plc",Yes,296,6318.92,expensive,46.09
47301,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,814,1.00E-02,0,0,Mylan (formerly Matrix) Nashik,Yes,60,1344.94,reasonable,0
62253,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,1903,6.09E+04,32,1.6,"Trinity Biotech, Plc",Yes,566,3603.93,reasonable,62.6
